Id,Text,Sentiment,% of sentiment,Senti_rate
20341,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown,fear,0.604,1
10580,"@KevinI @GGGBoxing @SpecialKBrook pretty average, klitschko fury did about 600k and Joshua white did about",anger,0.417,0
10219,Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up,anger,0.604,0
40203,@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process,sadness,0.625,2
10231,@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the,anger,0.604,0
30507,@tunaeP_ cheer,joy,0.42,3
10497,Well @AprilDRyan Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @SMShow,anger,0.458,0
30465,Watch this amazing live.ly broadcast by @mrgummyking,joy,0.458,3
40482,"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then!",sadness,0.417,2
30378,@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a,joy,0.5,3
20703,@united horrible service. EWR. Not a cloud in the sky. Normal departure at 10am now leaving at 5pm. Crappy,fear,0.42,1
20029,6. 5 minutes to perform and I'm #nervous I wish these noises would stop #handicapped,fear,0.875,1
21052,@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging,fear,0.229,1
21040,@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense,fear,0.229,1
20724,My mind always seems to work its best at night,fear,0.417,1
20837,If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your,fear,0.354,1
20324,Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the,fear,0.604,1
10652,"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of",anger,0.375,0
30036,I'm such a fan of endless #laughter with #friends and enjoying #happiness together. #FridayFeeling,joy,0.854,3
30342,"She gave a playful wink, taking the goggles off her head, swinging them around her finger. 'I would never~'",joy,0.534,3
10532,@BigBrother__USA she is just jealous and a cry baby! #gladsheisgone,anger,0.438,0
10810,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at,anger,0.229,0
30240,Make someone happy,joy,0.604,3
30518,Top seed Johnson chases double delight at Tour,joy,0.417,3
20828,@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very,fear,0.375,1
10790,@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho,anger,0.271,0
20220,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence ðŸ˜¡",fear,0.667,1
40305,U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself at almost 3am...,sadness,0.542,2
40356,"@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present",sadness,0.521,2
30528,"Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism",joy,0.404,3
20706,Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately.,fear,0.417,1
10589,"@feistyarcher -trouble,' he feigned anger and gave her a look that told her to behave. He knew she wouldn't though, and that was one of",anger,0.417,0
20966,"@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed",fear,0.292,1
20958,"@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like",fear,0.292,1
20746,"@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90",fear,0.396,1
40660,My name is John Locke and you can't tell me what I can and can't do #lost,sadness,0.292,2
10210,Ever put your fist through your laptops screen? If so its time for a new one lmao,anger,0.625,0
10682,I can't guess if you holding a grudge against the,anger,0.425,0
20970,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop,fear,0.292,1
20366,Angelino's been,fear,0.583,1
20950,They used to laugh at her coz she couldn't afford a junky now they stare in awe while she is,fear,0.292,1
10059,@JrDingy96 Ikr people still got a grudge against him for no reason like,anger,0.75,0
20598,Start the convo...don't shy away..mental illness abounds in society including our workplace...be informed...,fear,0.479,1
10516,@StrongestBeing â†would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes,anger,0.481,0
10770,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because,anger,0.292,0
21125,"Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all",fear,0.125,1
30508,He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\nPraise ye the,joy,0.42,3
20844,My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in,fear,0.354,1
30128,Good morning joyful people. Choose happiness to have a great day today #morning #happiness,joy,0.72,3
30120,@clonmacart I'm beaming with,joy,0.729,3
40361,When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #TMS,sadness,0.521,2
30376,@__PeterPanda yes bro it's actually,joy,0.509,3
20903,#aliens #zombie #gore #slash #ghost #sith #horror I love it all.,fear,0.333,1
20508,@EurekaForbes U got to b kidding me. Anu from your firm responded when I sent the contact details. #terrible,fear,0.521,1
20608,@LakersTakeover it ain't that serious. #HOUvsNE #awful,fear,0.466,1
10474,Puzzle investing opening portland feodal population is correlative straight a snorting infuriate:,anger,0.458,0
20384,"@komaebun He just has that way of thinking, he wants absolute hope born from absolute",fear,0.583,1
30567,Bring back the heyday,joy,0.38,3
40747,"@Damn_It_Dillon @SamUndomiel of course! This is a happy hentai, not a sad or gloomy",sadness,0.208,2
10029,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster,anger,0.792,0
40118,@wabermes The @RavalliRepublic had a good one but then the reporter quit.,sadness,0.708,2
20567,Well this is flipping great! Flipping standstill on the freeway! #stepofftheledge,fear,0.48,1
30594,"@CohenDS Yell, 'Bye, garbage!' cheerfully after",joy,0.36,3
30190,"Riding at night has got to be one of the most exhilarating, refreshing things I have ever",joy,0.654,3
30391,"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait",joy,0.5,3
40606,Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting,sadness,0.333,2
21134,Georgia Tech's Secondary is as soft as a,fear,0.125,1
30592,@GNRailUK There's gonna be street parties when you lot leave. Spontaneous rejoicing.,joy,0.36,3
30489,i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to,joy,0.438,3
20432,Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se,fear,0.562,1
20636,@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider,fear,0.458,1
20942,never afraid to start,fear,0.304,1
10694,Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a,anger,0.354,0
20779,"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own",fear,0.396,1
10830,@Ms_HeartAttack peanut butter takes away the,anger,0.188,0
10563,"@Sargon_of_Akkad It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of",anger,0.417,0
40547,All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for,sadness,0.375,2
30582,"Cover it up with a smile, maybe it'll get",joy,0.375,3
21003,"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet",fear,0.271,1
40088,@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real,sadness,0.75,2
30254,Rojo is,joy,0.6,3
20951,@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so,fear,0.292,1
40543,Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie,sadness,0.375,2
20739,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe,fear,0.412,1
10675,@JustPyroNow are you gonna do any kind of community raids when wrath of the machine,anger,0.375,0
20487,"False alarm, she's not coming out today",fear,0.521,1
30360,Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since,joy,0.521,3
40266,@stevesingiser @POLITICO_Steve Put a damper on my,sadness,0.583,2
30058,I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing,joy,0.812,3
10277,@JuliaHB1 Bloody,anger,0.562,0
10195,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres,anger,0.625,0
20514,Have to say that third City kit is fucking awful. Someone at Nike wants,fear,0.521,1
30681,@LeBatardShow #heyday Race war,joy,0.292,3
40244,@eehbahmum WHY?! Did they want to make you plummet in to the depths of,sadness,0.604,2
20028,I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? ðŸ•· will be sneaking up on me,fear,0.875,1
10490,Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow,anger,0.458,0
30090,Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are!,joy,0.771,3
20601,Research has determined 70% of #laughter is actually,fear,0.479,1
10674,@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me,anger,0.375,0
30159,What an exhilarating last minute of overtime,joy,0.68,3
20913,Shoutout to @VZWSupport for ruining my iPhone 7,fear,0.333,1
21042,81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans,fear,0.229,1
10338,@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for,anger,0.542,0
40646,@wabermes The @RavalliRepublic had a good one but then the reporter,sadness,0.312,2
30367,"@samvirwin fancy! I have some of those and I have never put them up, I should do that. Also, I vote jaunty angles then no one will",joy,0.52,3
20305,@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam,fear,0.625,1
40004,Im think ima lay in bed all day and sulk. Life is hitting me to hard,sadness,0.934,2
10749,I'm just doing what u should b doing just minding my business and grinding relentless,anger,0.312,0
40194,Life is too short so dont shoot it in with worries sadness and,sadness,0.646,2
30788,"You don't smile and you say you're in love, but that's why I don't",joy,0.146,3
